지역코드,지역,조직코드,조직명,기관유형
2800000000,인천광역시,2095,인천 남동구 간석보건지소,보건지소
2800000000,인천광역시,0211,인천 서구 보건지소,보건지소
2800000000,인천광역시,2001,인천 강화군보건지소,보건지소
2800000000,인천광역시,0212,인천 부평구 청천보건지소,보건지소
2800000000,인천광역시,0213,인천 서구 검단보건지소,보건지소
2800000000,인천광역시,0214,인천 강화군 삼산보건지소,보건지소
2800000000,인천광역시,0215,인천 강화군 불은보건지소,보건지소
2800000000,인천광역시,0216,인천 강화군 내가보건지소,보건지소
2800000000,인천광역시,0217,인천 강화군 길상보건지소,보건지소
2800000000,인천광역시,0218,인천 강화군 교동보건지소,보건지소
2800000000,인천광역시,0219,인천 강화군 선원보건지소,보건지소
2800000000,인천광역시,0220,인천 강화군 서도보건지소,보건지소
2800000000,인천광역시,0221,인천 강화군 송해보건지소,보건지소
2800000000,인천광역시,0222,인천 강화군 양도보건지소,보건지소
2800000000,인천광역시,0223,인천 강화군 양사보건지소,보건지소
2800000000,인천광역시,0224,인천 강화군 화도보건지소,보건지소
2800000000,인천광역시,0225,인천 강화군 하점보건지소,보건지소
2800000000,인천광역시,0226,인천 중구 영종보건지소,보건지소
2800000000,인천광역시,0227,인천 중구 용유보건지소,보건지소
2800000000,인천광역시,0228,인천 옹진군 북도보건지소,보건지소
2800000000,인천광역시,0229,인천 옹진군 대청보건지소,보건지소
2800000000,인천광역시,0230,인천 옹진군 덕적보건지소,보건지소
2800000000,인천광역시,0231,인천 옹진군 백령보건지소,보건지소
2800000000,인천광역시,0232,인천 옹진군 장봉 보건지소,보건지소
2800000000,인천광역시,0233,인천 옹진군 자월보건지소,보건지소
2800000000,인천광역시,0234,인천 옹진군 영흥보건지소,보건지소
2800000000,인천광역시,0235,인천 옹진군 연평보건지소,보건지소
2800000000,인천광역시,0236,인천 연수구 송도보건지소,보건지소
2800000000,인천광역시,0237,인천 남구 숭의보건지소,보건지소
2900000000,광주광역시,2058,광주 남구 주월보건지소,보건지소
2900000000,광주광역시,0906,광주 광산구 수완보건지소,보건지소
2900000000,광주광역시,0907,광주 서구 상무금호보건지소,보건지소
2900000000,광주광역시,0908,광주 북구 두암보건지소,보건지소
3000000000,대전광역시,1010,대전 대덕구 남부건강생활지원센터,보건지소
3000000000,대전광역시,1011,대전 동구 보건지소,보건지소
3000000000,대전광역시,1012,대전 동구 추동보건지소,보건지소
3000000000,대전광역시,1013,대전 동구 산내보건지소,보건지소
3000000000,대전광역시,1014,대전 중구 보건지소,보건지소
3000000000,대전광역시,1015,대전 서구 기성보건지소,보건지소
3000000000,대전광역시,1016,대전 유성구 진잠보건지소,보건지소
3000000000,대전광역시,1017,대전 유성구 구즉보건지소,보건지소
3000000000,대전광역시,1018,대전 서구 관저보건지소,보건지소
3100000000,울산광역시,1622,울산 남구 장생포보건지소,보건지소
3100000000,울산광역시,1623,울산 울주군 웅촌면보건지소,보건지소
3100000000,울산광역시,1624,울산 울주군 두동면보건지소,보건지소
3100000000,울산광역시,1625,울산 울주군 삼동면보건지소,보건지소
3100000000,울산광역시,1626,울산 울주군 범서읍보건지소,보건지소
3100000000,울산광역시,1627,울산 울주군 두서면보건지소,보건지소
3100000000,울산광역시,1628,울산 울주군 서생면보건지소,보건지소
3611000000,세종특별자치시,0420,세종시 전동면보건지소,보건지소
3611000000,세종특별자치시,0421,세종시 연동면보건지소,보건지소
3611000000,세종특별자치시,0422,세종시 한솔동보건지소,보건지소
3611000000,세종특별자치시,0423,세종시 전의면보건지소,보건지소
3611000000,세종특별자치시,0424,세종시 연기면보건지소,보건지소
3611000000,세종특별자치시,0425,세종시 금남면보건지소,보건지소
3611000000,세종특별자치시,0426,세종시 장군면보건지소,보건지소
3611000000,세종특별자치시,0427,세종시 도담동보건지소,보건지소
3611000000,세종특별자치시,0428,세종시 소정면보건지소,보건지소
3611000000,세종특별자치시,0429,세종시 부강면보건지소,보건지소
3611000000,세종특별자치시,0430,세종시 연서면보건지소,보건지소
4100000000,경기도,2094,경기 안산시 반월보건지소,보건지소
4100000000,경기도,0349,경기 이천시보건지소,보건지소
4100000000,경기도,2091,경기 안성시 공도보건지소,보건지소
4100000000,경기도,0348,경기 양주시보건지소,보건지소
4100000000,경기도,2222,경기 가평군 설악보건지소,보건지소
4100000000,경기도,2223,경기 가평군 북면보건지소,보건지소
4100000000,경기도,2224,경기 가평군 청평보건지소,보건지소
4100000000,경기도,2225,경기 가평군 조종면보건지소,보건지소
4100000000,경기도,2226,경기 가평군 상면보건지소,보건지소
4100000000,경기도,2227,경기 광명시 광명보건분소,보건지소
4100000000,경기도,2228,경기 광주시 동부건강센터,보건지소
4100000000,경기도,2229,경기 광주시 퇴촌남종통합보건지소,보건지소
4100000000,경기도,2230,경기 광주시 오포건강생활지원센터,보건지소
4100000000,경기도,2231,경기 광주시 도척보건지소,보건지소
4100000000,경기도,2232,경기 구리시 수택보건지소,보건지소
4100000000,경기도,2233,경기 구리시 갈매보건지소,보건지소
4100000000,경기도,2234,경기 김포시 하성면보건지소,보건지소
4100000000,경기도,2235,경기 김포시 고촌읍보건지소,보건지소
4100000000,경기도,2236,경기 김포시 대곶면보건지소,보건지소
4100000000,경기도,2237,경기 김포시 양촌읍보건지소,보건지소
4100000000,경기도,2238,경기 김포시 월곶면보건지소,보건지소
4100000000,경기도,2239,경기 김포시 통진읍보건지소,보건지소
4100000000,경기도,2240,경기 남양주 남양주보건지소,보건지소
4100000000,경기도,2241,경기 남양주 퇴계원보건실,보건지소
4100000000,경기도,2242,경기 남양주 오남보건지소,보건지소
4100000000,경기도,2243,경기 남양주 별내보건지소,보건지소
4100000000,경기도,2244,경기 남양주 수동보건지소,보건지소
4100000000,경기도,2245,경기 남양주 남부건강생활지원센터,보건지소
4100000000,경기도,2246,경기 남양주 조안보건지소,보건지소
4100000000,경기도,2247,경기 남양주 화도보건지소,보건지소
4100000000,경기도,2248,경기 남양주 진접보건지소,보건지소
4100000000,경기도,2249,경기 남양주 진건보건지소,보건지소
4100000000,경기도,2250,경기 성남시 판교보건지소,보건지소
4100000000,경기도,2251,경기 시흥시 정왕보건지소,보건지소
4100000000,경기도,2252,경기 안산시 원곡보건지소,보건지소
4100000000,경기도,2253,경기 안산시 대부보건지소,보건지소
4100000000,경기도,2254,경기 안양시 노인보건센터분소,보건지소
4100000000,경기도,2255,경기 안양시 안양시보건소박달분소,보건지소
4100000000,경기도,2256,경기 양주시 장흥보건지소,보건지소
4100000000,경기도,2257,경기 양주시 은남통합보건지소,보건지소
4100000000,경기도,2258,경기 양평군 옥천보건지소,보건지소
4100000000,경기도,2259,경기 양평군 청운보건지소,보건지소
4100000000,경기도,2260,경기 양평군 지평보건지소,보건지소
4100000000,경기도,2261,경기 양평군 용문보건지소,보건지소
4100000000,경기도,2262,경기 양평군 국수보건지소,보건지소
4100000000,경기도,2263,경기 양평군 개군보건지소,보건지소
4100000000,경기도,2264,경기 양평군 강하보건지소,보건지소
4100000000,경기도,2265,경기 양평군 단월보건지소,보건지소
4100000000,경기도,2266,경기 양평군 서종보건지소,보건지소
4100000000,경기도,2267,경기 양평군 양동보건지소,보건지소
4100000000,경기도,2268,경기 여주시 흥천보건지소,보건지소
4100000000,경기도,2269,경기 여주시 점동보건지소,보건지소
4100000000,경기도,2270,경기 여주시 산북보건지소,보건지소
4100000000,경기도,2271,경기 여주시 북내보건지소,보건지소
4100000000,경기도,2272,경기 여주시 대신보건지소,보건지소
4100000000,경기도,2273,경기 여주시 능서보건지소,보건지소
4100000000,경기도,2274,경기 여주시 금사보건지소,보건지소
4100000000,경기도,2275,경기 여주시 강천보건지소,보건지소
4100000000,경기도,2276,경기 여주시 가남보건지소,보건지소
4200000000,강원특별자치도,1119,강원 강릉시 주문진보건출장소,보건지소
4100000000,경기도,2277,경기 연천군 군남보건지소,보건지소
4100000000,경기도,2278,경기 연천군 왕산보건지소,보건지소
4100000000,경기도,2279,경기 연천군 신서보건지소,보건지소
4100000000,경기도,2280,경기 연천군 연천보건지소,보건지소
4100000000,경기도,2281,경기 연천군 청산보건지소,보건지소
4200000000,강원특별자치도,2093,삼척시 도계읍보건지소,보건지소
4200000000,강원특별자치도,2092,삼척시 원덕보건출장소,보건지소
4100000000,경기도,2282,경기 연천군 장남보건지소,보건지소
4100000000,경기도,2283,경기 연천군 백학보건지소,보건지소
4100000000,경기도,2284,경기 용인시 이동보건지소,보건지소
4200000000,강원특별자치도,1120,강원 평창군보건의료원,보건지소
4100000000,경기도,2285,경기 용인시 원삼보건지소,보건지소
4100000000,경기도,2286,경기 용인시 양지보건지소,보건지소
4100000000,경기도,2287,경기 용인시 백암보건지소,보건지소
4100000000,경기도,2288,경기 용인시 모현보건지소,보건지소
4100000000,경기도,2289,경기 용인시 남사보건지소,보건지소
4100000000,경기도,2290,경기 용인시 포곡보건지소,보건지소
4100000000,경기도,2291,경기 의왕시 청계보건지소,보건지소
4100000000,경기도,2292,경기 의정부시 동부지소,보건지소
4100000000,경기도,2293,경기 이천시 백사보건지소,보건지소
4100000000,경기도,2294,경기 이천시 남부통합보건지소,보건지소
4100000000,경기도,2295,경기 이천시 호법보건지소,보건지소
4100000000,경기도,2296,경기 이천시 부발보건지소,보건지소
4100000000,경기도,2297,경기 이천시 대월보건지소,보건지소
4100000000,경기도,2298,경기 이천시 모가보건지소,보건지소
4100000000,경기도,2299,경기 이천시 마장보건지소,보건지소
4100000000,경기도,2300,경기 파주시 적성보건지소,보건지소
4100000000,경기도,2301,경기 파주시 파평보건지소,보건지소
4100000000,경기도,2302,경기 파주시 탄현보건지소,보건지소
4100000000,경기도,2303,경기 파주시 월롱보건지소,보건지소
4100000000,경기도,2304,경기 평택시 진위보건지소,보건지소
4100000000,경기도,2305,경기 평택시 고덕보건지소,보건지소
4100000000,경기도,2306,경기 평택시 서탄보건지소,보건지소
4100000000,경기도,2307,경기 평택시 현덕보건지소,보건지소
4100000000,경기도,2308,경기 평택시 오성보건지소,보건지소
4100000000,경기도,2309,경기 평택시 청북보건지소,보건지소
4100000000,경기도,2310,경기 평택시 안중보건지소,보건지소
4100000000,경기도,2311,경기 평택시 팽성보건지소,보건지소
4100000000,경기도,2312,경기 평택시 포승보건지소,보건지소
4100000000,경기도,2313,경기 포천시 일동보건지소,보건지소
4100000000,경기도,2314,경기 포천시 이동보건지소,보건지소
4100000000,경기도,2315,경기 포천시 영북보건지소,보건지소
4100000000,경기도,2316,경기 포천시 내촌보건지소,보건지소
4100000000,경기도,2317,경기 포천시 관인보건지소,보건지소
4100000000,경기도,2318,경기 포천시 선단보건지소,보건지소
4100000000,경기도,2319,경기 포천시 신북보건지소,보건지소
4100000000,경기도,2320,경기 포천시 소흘보건지소,보건지소
4100000000,경기도,2321,경기 포천시 가산보건지소,보건지소
4100000000,경기도,2322,경기 포천시 화현보건지소,보건지소
4100000000,경기도,2323,경기 포천시 군내보건지소,보건지소
4100000000,경기도,2324,경기 포천시 영중보건지소,보건지소
4100000000,경기도,2325,경기 포천시 창수보건지소,보건지소
4100000000,경기도,2326,경기 화성시 서신보건지소,보건지소
4100000000,경기도,2327,경기 화성시 비봉보건지소,보건지소
4100000000,경기도,2328,경기 화성시 매송보건지소,보건지소
4100000000,경기도,2329,경기 화성시 남양보건지소,보건지소
4100000000,경기도,2331,경기 화성시 마도보건지소,보건지소
4100000000,경기도,2332,경기 화성시 송산보건지소,보건지소
4100000000,경기도,2333,경기 화성시 양감보건지소,보건지소
4100000000,경기도,2334,경기 화성시 우정보건지소,보건지소
4100000000,경기도,2335,경기 화성시 장안보건지소,보건지소
4100000000,경기도,2336,경기 화성시 정남보건지소,보건지소
4100000000,경기도,2337,경기 화성시 팔탄보건지소,보건지소
4100000000,경기도,2338,경기 화성시 봉담주민건강지원센터,보건지소
4100000000,경기도,2340,경기 화성시 동탄면보건지소,보건지소
4300000000,충청북도,1220,충북 증평군 도안보건지소,보건지소
4300000000,충청북도,1221,충북 진천군 이월보건지소,보건지소
4300000000,충청북도,1222,충북 진천군 문백보건지소,보건지소
4300000000,충청북도,1223,충북 진천군 덕산보건지소,보건지소
4300000000,충청북도,1224,충북 진천군 광혜원보건지소,보건지소
4300000000,충청북도,1225,충북 진천군 초평보건지소,보건지소
4300000000,충청북도,1226,충북 진천군 백곡보건지소,보건지소
4300000000,충청북도,1227,충북 충주시 노은보건지소,보건지소
4300000000,충청북도,1228,충북 충주시 수안보보건지소,보건지소
4300000000,충청북도,1229,충북 충주시 중앙탑보건지소,보건지소
4300000000,충청북도,1230,충북 충주시 주덕보건지소,보건지소
4300000000,충청북도,1231,충북 충주시 엄정보건지소,보건지소
4300000000,충청북도,1232,충북 충주시 살미보건지소,보건지소
4300000000,충청북도,1233,충북 충주시 대소원보건지소,보건지소
4300000000,충청북도,1234,충북 충주시 신니보건지소,보건지소
4300000000,충청북도,1235,충북 충주시 산척보건지소,보건지소
4300000000,충청북도,1236,충북 충주시 동량보건지소,보건지소
4300000000,충청북도,1237,충북 충주시 앙성보건지소,보건지소
4300000000,충청북도,1238,충북 충주시 소태보건지소,보건지소
4300000000,충청북도,1239,충북 충주시 금가보건지소,보건지소
4300000000,충청북도,1240,충북 괴산군 청천보건지소,보건지소
4300000000,충청북도,1241,충북 괴산군 칠성보건지소,보건지소
4300000000,충청북도,1242,충북 괴산군 청안보건지소,보건지소
4300000000,충청북도,1243,충북 괴산군 부흥보건지소,보건지소
4300000000,충청북도,1244,충북 괴산군 불정보건지소,보건지소
4300000000,충청북도,1245,충북 괴산군 문광보건지소,보건지소
4300000000,충청북도,1246,충북 괴산군 송면보건지소,보건지소
4300000000,충청북도,1247,충북 괴산군 장연보건지소,보건지소
4300000000,충청북도,1248,충북 괴산군 연풍보건지소,보건지소
4300000000,충청북도,1249,충북 괴산군 사리보건지소,보건지소
4300000000,충청북도,1250,충북 괴산군 소수보건지소,보건지소
4300000000,충청북도,1251,충북 괴산군 감물보건지소,보건지소
4300000000,충청북도,1252,충북 제천시 금성보건지소,보건지소
4300000000,충청북도,1253,충북 제천시 백운보건지소,보건지소
4300000000,충청북도,1254,충북 제천시 한수보건지소,보건지소
4300000000,충청북도,1255,충북 제천시 송학보건지소,보건지소
4300000000,충청북도,1256,충북 제천시 수산보건지소,보건지소
4300000000,충청북도,1257,충북 제천시 덕산보건지소,보건지소
4300000000,충청북도,1258,충북 제천시 봉양보건지소,보건지소
4300000000,충청북도,1259,충북 제천시 청풍보건지소,보건지소
4300000000,충청북도,1260,충북 음성군 원남보건지소,보건지소
4300000000,충청북도,1261,충북 음성군 맹동보건지소,보건지소
4300000000,충청북도,1262,충북 음성군 생극보건지소,보건지소
4300000000,충청북도,1263,충북 음성군 대소보건지소,보건지소
4300000000,충청북도,1264,충북 음성군 건강생활지원센터,보건지소
4300000000,충청북도,1265,충북 음성군 삼성보건지소,보건지소
4300000000,충청북도,1266,충북 음성군 감곡보건지소,보건지소
4300000000,충청북도,1267,충북 음성군 금왕보건지소,보건지소
4300000000,충청북도,1268,충북 음성군 소이보건지소,보건지소
4300000000,충청북도,1269,충북 단양군 매포보건지소,보건지소
4300000000,충청북도,1270,충북 단양군 적성보건지소,보건지소
4300000000,충청북도,1271,충북 단양군 어상천보건지소,보건지소
4300000000,충청북도,1272,충북 단양군 영춘보건지소,보건지소
4300000000,충청북도,1273,충북 단양군 대강보건지소,보건지소
4300000000,충청북도,1274,충북 단양군 가곡보건지소,보건지소
4300000000,충청북도,1275,충북 단양군 단성보건지소,보건지소
4300000000,충청북도,1276,충북 보은군 탄부보건지소,보건지소
4300000000,충청북도,1277,충북 보은군 산외보건지소,보건지소
4300000000,충청북도,1278,충북 보은군 속리산보건지소,보건지소
4300000000,충청북도,1279,충북 보은군 동부통합보건지소,보건지소
4300000000,충청북도,1280,충북 보은군 서부통합보건지소,보건지소
4300000000,충청북도,1281,충북 보은군 내북보건지소,보건지소
4300000000,충청북도,1282,충북 보은군 삼승보건지소,보건지소
4300000000,충청북도,1630,충북 옥천군 안남보건지소,보건지소
4300000000,충청북도,1631,충북 옥천군 청성보건지소,보건지소
4300000000,충청북도,1632,충북 옥천군 이원보건지소,보건지소
4300000000,충청북도,1633,충북 옥천군 동이보건지소,보건지소
4300000000,충청북도,1634,충북 옥천군 청산보건지소,보건지소
4300000000,충청북도,1635,충북 옥천군 군북보건지소,보건지소
4300000000,충청북도,1636,충북 옥천군 안내보건지소,보건지소
4300000000,충청북도,1637,충북 옥천군 군서보건지소,보건지소
4300000000,충청북도,1638,충북 영동군 심천보건지소,보건지소
4300000000,충청북도,1639,충북 영동군 용산보건지소,보건지소
4300000000,충청북도,1640,충북 영동군 매곡보건지소,보건지소
4300000000,충청북도,1641,충북 영동군 상촌보건지소,보건지소
4300000000,충청북도,1642,충북 영동군 양강보건지소,보건지소
4300000000,충청북도,1643,충북 영동군 양산보건지소,보건지소
4300000000,충청북도,1644,충북 영동군 용화보건지소,보건지소
4300000000,충청북도,1645,충북 영동군 추풍령보건지소,보건지소
4300000000,충청북도,1646,충북 영동군 학산보건지소,보건지소
4300000000,충청북도,1647,충북 영동군 황간보건지소,보건지소
4300000000,충청북도,1648,충북 청주시 강서보건지소,보건지소
4300000000,충청북도,1649,충북 청주시 옥산보건지소,보건지소
4300000000,충청북도,1650,충북 청주시 오송생명과학단지 보건지소,보건지소
4300000000,충청북도,1651,충북 청주시 오송보건지소,보건지소
4300000000,충청북도,1652,충북 청주시 강내보건지소,보건지소
4400000000,충청남도,2077,충남 서산시 고북보건지소,보건지소
4400000000,충청남도,2043,충남 서산시 대산보건지소,보건지소
4400000000,충청남도,2070,충남 서산시 부석보건지소,보건지소
4400000000,충청남도,2073,충남 서산시 성연보건지소,보건지소
4400000000,충청남도,2075,충남 서산시 운산보건지소,보건지소
4400000000,충청남도,2074,충남 서산시 음암보건지소,보건지소
4400000000,충청남도,2067,충남 서산시 인지보건지소,보건지소
4400000000,충청남도,2072,충남 서산시 지곡보건지소,보건지소
4400000000,충청남도,2071,충남 서산시 팔봉보건지소,보건지소
4400000000,충청남도,2076,충남 서산시 해미보건지소,보건지소
4300000000,충청북도,1653,충북 청주시 남이보건지소,보건지소
4300000000,충청북도,1654,충북 청주시 현도보건지소,보건지소
4300000000,충청북도,1655,충북 청주시 문의보건지소,보건지소
4300000000,충청북도,1656,충북 청주시 낭성보건지소,보건지소
4300000000,충청북도,1657,충북 청주시 용암보건지소,보건지소
4300000000,충청북도,1658,충북 청주시 가덕보건지소,보건지소
4300000000,충청북도,1659,충북 청주시 남일보건지소,보건지소
4300000000,충청북도,1660,충북 청주시 미원보건지소,보건지소
4400000000,충청남도,2052,충남 홍성군 갈산보건지소,보건지소
4400000000,충청남도,2050,충남 홍성군 결성보건지소,보건지소
4400000000,충청남도,2061,충남 홍성군 광성보건진료소,보건지소
4400000000,충청남도,2044,충남 홍성군 광천보건지소,보건지소
4400000000,충청남도,2053,충남 홍성군 구항보건지소,보건지소
4400000000,충청남도,2057,충남 홍성군 금당보건진료소,보건지소
4400000000,충청남도,2046,충남 홍성군 금마보건지소,보건지소
4400000000,충청남도,2062,충남 홍성군 대율보건진료소,보건지소
4400000000,충청남도,2056,충남 홍성군 봉서보건진료소,보건지소
4400000000,충청남도,2055,충남 홍성군 산수보건진료소,보건지소
4400000000,충청남도,2051,충남 홍성군 서부보건지소,보건지소
4400000000,충청남도,2064,충남 홍성군 서비동보건진료소,보건지소
4400000000,충청남도,2054,충남 홍성군 용봉보건진료소,보건지소
4400000000,충청남도,2063,충남 홍성군 용호보건진료소,보건지소
4400000000,충청남도,2049,충남 홍성군 은하보건지소,보건지소
4400000000,충청남도,2048,충남 홍성군 장곡보건지소,보건지소
4400000000,충청남도,2060,충남 홍성군 천태보건진료소,보건지소
4400000000,충청남도,2047,충남 홍성군 홍동보건지소,보건지소
4400000000,충청남도,2045,충남 홍성군 홍북보건지소,보건지소
4400000000,충청남도,2059,충남 홍성군 화신보건진료소,보건지소
4300000000,충청북도,1661,충북 청주시 오창과학산업단지보건지소,보건지소
4300000000,충청북도,1662,충북 청주시 북이보건지소,보건지소
4300000000,충청북도,1663,충북 청주시 내수보건지소,보건지소
4400000000,충청남도,0431,충남 당진시 정미보건지소,보건지소
4300000000,충청북도,1664,충북 청주시 오창보건지소,보건지소
4400000000,충청남도,0432,충남 당진시 합덕보건지소,보건지소
4400000000,충청남도,0433,충남 당진시 고대보건지소,보건지소
4400000000,충청남도,0434,충남 당진시 우강보건지소,보건지소
4400000000,충청남도,0435,충남 당진시 석문보건지소,보건지소
4400000000,충청남도,0436,충남 당진시 신평보건지소,보건지소
4400000000,충청남도,0437,충남 당진시 대호지보건지소,보건지소
4400000000,충청남도,0438,충남 당진시 순성보건지소,보건지소
4400000000,충청남도,0439,충남 당진시 송악보건지소,보건지소
4400000000,충청남도,0440,충남 당진시 송산보건지소,보건지소
4400000000,충청남도,0441,충남 당진시 면천보건지소,보건지소
4400000000,충청남도,0442,충남 금산군 남이보건지소,보건지소
4400000000,충청남도,0443,충남 금산군 남일보건지소,보건지소
4400000000,충청남도,0444,충남 금산군 복수보건지소,보건지소
4400000000,충청남도,0445,충남 금산군 진산보건지소,보건지소
4400000000,충청남도,0446,충남 금산군 추부보건지소,보건지소
4400000000,충청남도,0447,충남 금산군 금성보건지소,보건지소
4400000000,충청남도,0448,충남 금산군 제원보건지소,보건지소
4400000000,충청남도,0449,충남 금산군 군북보건지소,보건지소
4400000000,충청남도,0450,충남 금산군 부리보건지소,보건지소
4400000000,충청남도,0451,충남 논산시 벌곡보건지소,보건지소
4400000000,충청남도,0452,충남 논산시 부적보건지소,보건지소
4400000000,충청남도,0453,충남 논산시 가야곡보건지소,보건지소
4400000000,충청남도,0454,충남 논산시 강경보건지소,보건지소
4400000000,충청남도,0455,충남 논산시 연산보건지소,보건지소
4400000000,충청남도,0456,충남 논산시 노성보건지소,보건지소
4400000000,충청남도,0457,충남 논산시 광석보건지소,보건지소
4400000000,충청남도,0458,충남 논산시 성동보건지소,보건지소
4400000000,충청남도,0459,충남 논산시 채운보건지소,보건지소
4400000000,충청남도,0460,충남 논산시 은진보건지소,보건지소
4400000000,충청남도,0461,충남 논산시 연무보건지소,보건지소
4400000000,충청남도,0462,충남 논산시 상월보건지소,보건지소
4400000000,충청남도,0463,충남 논산시 양촌보건지소,보건지소
4400000000,충청남도,0464,충남 홍성군 내포보건지소,보건지소
4400000000,충청남도,0465,충남 보령시 미산보건지소,보건지소
4400000000,충청남도,0466,충남 보령시 주포보건지소,보건지소
4400000000,충청남도,0467,충남 보령시 천북보건지소,보건지소
4400000000,충청남도,0468,충남 보령시 주산보건지소,보건지소
4400000000,충청남도,0469,충남 보령시 오천보건지소,보건지소
4400000000,충청남도,0470,충남 보령시 청소보건지소,보건지소
4400000000,충청남도,0471,충남 보령시 청라보건지소,보건지소
4400000000,충청남도,0472,충남 보령시 웅천보건지소,보건지소
4400000000,충청남도,0473,충남 보령시 성주보건지소,보건지소
4400000000,충청남도,0474,충남 보령시 주교보건지소,보건지소
4400000000,충청남도,0475,충남 공주시 사곡보건지소,보건지소
4400000000,충청남도,0476,충남 공주시 탄천보건지소,보건지소
4400000000,충청남도,0477,충남 공주시 신풍보건지소,보건지소
4400000000,충청남도,0478,충남 공주시 정안보건지소,보건지소
4400000000,충청남도,0479,충남 공주시 이인보건지소,보건지소
4400000000,충청남도,0480,충남 공주시 반포보건지소,보건지소
4400000000,충청남도,0481,충남 공주시 우성보건지소,보건지소
4400000000,충청남도,0482,충남 공주시 의당보건지소,보건지소
4400000000,충청남도,0483,충남 공주시 계룡보건지소,보건지소
4400000000,충청남도,0484,충남 예산군 응봉보건지소,보건지소
4400000000,충청남도,0485,충남 예산군 오가보건지소,보건지소
4400000000,충청남도,0486,충남 예산군 대흥보건지소,보건지소
4400000000,충청남도,0487,충남 예산군 덕산보건지소,보건지소
4400000000,충청남도,0488,충남 예산군 봉산보건지소,보건지소
4400000000,충청남도,0489,충남 예산군 광시보건지소,보건지소
4400000000,충청남도,0490,충남 예산군 삽교보건지소,보건지소
4400000000,충청남도,0491,충남 예산군 신양보건지소,보건지소
4400000000,충청남도,0492,충남 예산군 대술보건지소,보건지소
4400000000,충청남도,0493,충남 예산군 고덕보건지소,보건지소
4400000000,충청남도,0494,충남 예산군 신암보건지소,보건지소
4400000000,충청남도,0495,충남 천안시 성거보건지소,보건지소
4400000000,충청남도,0496,충남 천안시 성환보건지소,보건지소
4400000000,충청남도,0497,충남 천안시 직산보건지소,보건지소
4400000000,충청남도,0498,충남 천안시 입장보건지소,보건지소
4400000000,충청남도,2171,충남 부여군 양화보건지소,보건지소
