지역코드,지역,조직코드,조직명,기관유형
4700000000,경상북도,2445,무창보건진료소,보건진료소
4700000000,경상북도,2446,대천보건진료소,보건진료소
4700000000,경상북도,2447,상청보건진료소,보건진료소
4700000000,경상북도,2448,당리보건진료소,보건진료소
4700000000,경상북도,2449,용화보건진료소,보건진료소
4700000000,경상북도,2450,송하보건진료소,보건진료소
4700000000,경상북도,2451,수하보건질료소,보건진료소
4700000000,경상북도,2452,화매보건진료소,보건진료소
4700000000,경상북도,2453,경북 안동시 신양보건진료소,보건진료소
4700000000,경상북도,2454,경북 안동시 회곡보건진료소,보건진료소
4700000000,경상북도,2455,경북 안동시 만운보건진료소,보건진료소
4700000000,경상북도,2456,경북 안동시 이하보건진료소,보건진료소
4700000000,경상북도,2457,경북 안동시 신전보건진료소,보건진료소
4700000000,경상북도,2458,경북 안동시 연곡보건진료소,보건진료소
4700000000,경상북도,2459,경북 안동시 이개보건진료소,보건진료소
4700000000,경상북도,2460,경북 안동시 이송천보건진료소,보건진료소
4700000000,경상북도,2461,경북 안동시 어담보건진료소,보건진료소
4700000000,경상북도,2462,경북 안동시 가곡보건진료소,보건진료소
4700000000,경상북도,2463,경북 안동시 신성보건진료소,보건진료소
4700000000,경상북도,2464,경북 안동시 하회보건진료소,보건진료소
4700000000,경상북도,2465,경북 안동시 국곡보건진료소,보건진료소
4700000000,경상북도,2466,경북 안동시 명진보건진료소,보건진료소
4700000000,경상북도,2467,경북 안동시 개곡보건진료소,보건진료소
4700000000,경상북도,2468,경북 안동시 고상보건진료소,보건진료소
4700000000,경상북도,2469,경북 안동시 원림보건진료소,보건진료소
4700000000,경상북도,2470,경북 안동시 송사보건진료소,보건진료소
4700000000,경상북도,2471,경북 안동시 구수보건진료소,보건진료소
4700000000,경상북도,2472,경북 안동시 위리보건진료소,보건진료소
4700000000,경상북도,2473,경북 안동시 삼계보건진료소,보건진료소
4700000000,경상북도,2474,경북 안동시 구룡보건진료소,보건진료소
4700000000,경상북도,2475,경북 안동시 온혜보건진료소,보건진료소
4700000000,경상북도,2476,경북 안동시 원천보건진료소,보건진료소
4700000000,경상북도,2477,경북 안동시 사신보건진료소,보건진료소
4200000000,강원특별자치도,2499,방내보건진료소,보건진료소
4200000000,강원특별자치도,2498,시동보건진료소,보건진료소
4200000000,강원특별자치도,2478,어유포보건진료소,보건진료소
4600000000,전라남도,2491,전남 해남군 고당보건진료소,보건진료소
4600000000,전라남도,2483,전남 해남군 구산보건진료소,보건진료소
4600000000,전라남도,2492,전남 해남군 금호보건진료소,보건진료소
4600000000,전라남도,2479,전남 해남군 내사보건진료소,보건진료소
4600000000,전라남도,2488,전남 해남군 대진보건진료소,보건진료소
4600000000,전라남도,2489,전남 해남군 덕정보건진료소,보건진료소
4600000000,전라남도,2496,전남 해남군 동리보건진료소,보건진료소
4600000000,전라남도,2495,전남 해남군 산호보건진료소,보건진료소
4600000000,전라남도,2480,전남 해남군 삼호보건진료소,보건진료소
4600000000,전라남도,2484,전남 해남군 송호보건진료소,보건진료소
4600000000,전라남도,2482,전남 해남군 신방보건진료소,보건진료소
4600000000,전라남도,2485,전남 해남군 신정보건진료소,보건진료소
4600000000,전라남도,2493,전남 해남군 어불보건진료소,보건진료소
4600000000,전라남도,2481,전남 해남군 연곡보건진료소,보건진료소
4600000000,전라남도,2487,전남 해남군 연구보건진료소,보건진료소
4600000000,전라남도,2486,전남 해남군 와룡보건진료소,보건진료소
4600000000,전라남도,2494,전남 해남군 평암보건진료소,보건진료소
4600000000,전라남도,2490,전남 해남군 한자보건진료소,보건진료소
4600000000,전라남도,2508,전남 나주시 공산 가송진료소,보건진료소
4600000000,전라남도,2507,전남 나주시 공산 백사진료소,보건진료소
4600000000,전라남도,2502,전남 나주시 남평 우산진료소,보건진료소
4600000000,전라남도,2512,전남 나주시 노안 금안진료소,보건진료소
4600000000,전라남도,2513,전남 나주시 노안 도산진료소,보건진료소
4600000000,전라남도,2514,전남 나주시 다도 방산진료소,보건진료소
4600000000,전라남도,2509,전남 나주시 동강 대전진료소,보건진료소
4600000000,전라남도,2510,전남 나주시 동강 월송진료소,보건진료소
4600000000,전라남도,2511,전남 나주시 문평 계로진료소,보건진료소
4600000000,전라남도,2506,전남 나주시 반남 청송진료소,보건진료소
4600000000,전라남도,2515,전남 나주시 봉황 옥산진료소,보건진료소
4600000000,전라남도,2516,전남 나주시 봉황 운곡진료소,보건진료소
4600000000,전라남도,2503,전남 나주시 세지 성산진료소,보건진료소
4600000000,전라남도,2504,전남 나주시 왕곡 신원진료소,보건진료소
4600000000,전라남도,2505,전남 나주시 왕곡 월천진료소,보건진료소
4500000000,전북특별자치도,2541,전북 남원시 건지보건진료소,보건진료소
4500000000,전북특별자치도,2521,전북 남원시 공안보건진료소,보건진료소
4500000000,전북특별자치도,2540,전북 남원시 남계보건진료소,보건진료소
4500000000,전북특별자치도,2524,전북 남원시 남창보건진료소,보건진료소
4500000000,전북특별자치도,2531,전북 남원시 대곡보건진료소,보건진료소
4500000000,전북특별자치도,2539,전북 남원시 대상보건진료소,보건진료소
4500000000,전북특별자치도,2533,전북 남원시 대율보건진료소,보건진료소
4500000000,전북특별자치도,2522,전북 남원시 덕치보건진료소,보건진료소
4500000000,전북특별자치도,2527,전북 남원시 도산보건진료소,보건진료소
4500000000,전북특별자치도,2520,전북 남원시 매요보건진료소,보건진료소
4500000000,전북특별자치도,2542,전북 남원시 봉대보건진료소,보건진료소
4500000000,전북특별자치도,2538,전북 남원시 부절보건진료소,보건진료소
4500000000,전북특별자치도,2536,전북 남원시 사촌보건진료소,보건진료소
4500000000,전북특별자치도,2530,전북 남원시 생암보건진료소,보건진료소
4500000000,전북특별자치도,2532,전북 남원시 서도보건진료소,보건진료소
4500000000,전북특별자치도,2529,전북 남원시 수홍보건진료소,보건진료소
4500000000,전북특별자치도,2534,전북 남원시 신양보건진료소,보건진료소
4500000000,전북특별자치도,2528,전북 남원시 신월보건진료소,보건진료소
4500000000,전북특별자치도,2525,전북 남원시 연산보건진료소,보건진료소
4500000000,전북특별자치도,2535,전북 남원시 용산보건진료소,보건진료소
4500000000,전북특별자치도,2519,전북 남원시 장교보건진료소,보건진료소
4500000000,전북특별자치도,2526,전북 남원시 장국보건진료소,보건진료소
4500000000,전북특별자치도,2537,전북 남원시 진기보건진료소,보건진료소
4500000000,전북특별자치도,2523,전북 남원시 하주보건진료소,보건진료소
4200000000,강원특별자치도,2550,광원보건진료소,보건진료소
4100000000,경기도,2554,보건사업과,보건진료소
4700000000,경상북도,2563,건강지킴이실,보건진료소
4200000000,강원특별자치도,2583,검산보건진료소,보건진료소
4500000000,전북특별자치도,2585,전북 남원시 반선보건진료소,보건진료소
4200000000,강원특별자치도,2588,성동보건진료소,보건진료소
5000000000,제주특별자치도,2597,제주 서귀포시 가시보건진료소,보건진료소
5000000000,제주특별자치도,2601,제주 서귀포시 난산보건진료소,보건진료소
5000000000,제주특별자치도,2600,제주 서귀포시 삼달보건진료소,보건진료소
5000000000,제주특별자치도,2596,제주 서귀포시 성읍보건진료소,보건진료소
5000000000,제주특별자치도,2595,제주 서귀포시 세화보건진료소,보건진료소
5000000000,제주특별자치도,2602,제주 서귀포시 수산보건진료소,보건진료소
5000000000,제주특별자치도,2590,제주 서귀포시 신례보건진료소,보건진료소
5000000000,제주특별자치도,2599,제주 서귀포시 신산보건진료소,보건진료소
5000000000,제주특별자치도,2598,제주 서귀포시 신풍보건진료소,보건진료소
5000000000,제주특별자치도,2593,제주 서귀포시 신흥보건진료소,보건진료소
5000000000,제주특별자치도,2603,제주 서귀포시 온평보건진료소,보건진료소
5000000000,제주특별자치도,2592,제주 서귀포시 의귀보건진료소,보건진료소
5000000000,제주특별자치도,2594,제주 서귀포시 토산보건진료소,보건진료소
5000000000,제주특별자치도,2591,제주 서귀포시 한남보건진료소,보건진료소
4200000000,강원특별자치도,2589,좌운보건진료소,보건진료소
4200000000,강원특별자치도,2587,철정보건진료소,보건진료소
4400000000,충청남도,2605,홍성 건강생활지원센터,보건진료소
